Order,PMID,Title,Year,AI_MAYBE_Reason,PubMed_URL,Full_Text_Verdict,Reason_Quote_From_Paper,FM_Named,Texture_Features,Per_Arm_Metrics,Modality_OK,Notes
35,36376154,"Comparison of Traditional Radiomics, Deep Learning Radiomics and Fusion Methods for Axillary Lymph Node Metastasis Prediction in Breast Cancer.",2023,"Explicit comparison of traditional radiomics vs DL radiomics vs fusion models on same DCE-MRI breast cancer cohort, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/36376154,EXCLUDE,,"PASS - ResNet-101 and VGG-19 pre-trained on ImageNet (low-tier foundation models). Under section ""Traditional feature extraction"" (Page 4): ""In this study, traditional radiomics feature extraction was conducted in Python 3.8 with the PyRadiomics software package via machine learning, while deep feature extraction was conducted with the deep neural network ResNet-101 (30).""  In the same section: ""the deep features in our study were extracted using a pretrained ResNet-101 (30)""  and ""Importantly, we also used the Visual Geometry Group (VGG)-19 (33) network to extract deep features to compare the predictive abilities of the deep features extracted by the two networks.""","PASS - PyRadiomics package extracting GLDM and GLRLM (spelled ""girlm"" in the text) texture-feature families. Under section ""Traditional feature extraction"" (Page 4): ""...traditional radiomics feature extraction was conducted in Python 3.8 with the PyRadiomics software package via machine learning...""  Under Page 4 (Figure feature list): Feature labels of GLDM (gray level dependence matrix) and GLRLM (gray level run length matrix) families are shown: ""CT_wavelet_gldm_LDHLE"", ""CT_wavelet_girlm_HGLRE"" (spelled ""girlm""), and ""CT_log_girlm_LGLRE"".","FAIL - Standalone deep learning-only or foundation model-only predictive metrics are not reported. The study only evaluates a traditional shallow-only model (ONLY_TRAD) and concatenated deep-shallow fusion models (RES_TRAD and VGG_TRAD). Under section ""Results"" (Page 1): ""In the classification of EGFR-sensitive mutations, the areas under the curve (AUCs) of ResNet-based deep-shallow features and only shallow features from different multidata were as follows: RES_TRAD, PET/CT vs. CT-only vs. PET-only: 0.94 vs. 0.89 vs. 0.92; and ONLY_TRAD, PET/CT vs. CT-only vs. PET-only: 0.68 vs. 0.50 vs. 0.38.""  No standalone, separate metrics for a deep learning-only arm are detailed in the text.","PASS - Human 18F-FDG PET/CT, published in English in 2024. Under Title block (Page 1): ""Quant Imaging Med Surg 2024;14(8):5460-5472""  and section ""Methods"" (Page 1): ""A total of 202 patients who underwent both flourine-18 fluorodeoxyglucose positron emission tomography/computed tomography (18F-FDG PET/CT) scans and EGFR sequencing prior to treatment were included in this study.""","The paper is excluded because it does not evaluate or report performance metrics for a standalone deep learning/foundation model-only arm on its validation cohort, comparing instead only traditional radiomics-only models and multi-feature concatenated fusion models."
36,36879285,Differentiation of acute and chronic vertebral compression fractures using conventional CT based on deep transfer learning features and hand-crafted radiomics features.,2023,"Reports separate DLR (AUC 0.992/0.871), HCR (0.973/0.854), and fusion (0.997/0.915) arms on same VCF CT cohort, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/36879285,INCLUDE,,"PASS - ResNet50 pre-trained on ImageNet (low-tier foundation model). Under section ""DTL feature extraction"" (Page 5): ""We chose ResNet50 (Figs. 5 and 6) as the basic model of our transfer learning model, and we carefully set the learning rate to better perform transfer.""  In the same section: ""The initialization of the backbone part used the model parameters pretrained by ImageNet.""","PASS - PyRadiomics software package extracting multiple second-order texture families (GLCM, GLSZM, GLLRLM/GLRLM, NGTDM, GLDM). Under section ""HCR feature extraction"" (Page 5): ""The open-source software package Pyradiomics (http:// pypi.org/project/pyradiomics/) based on the Python 3.6 platform was used to extract the HCR features. The HCR features included first-order features, shape, the greyscale co-occurrence matrix (GLCM), grey-level size zone matrix (GLSZM), grey-level run length matrix (GLLRLM), and neighboring grey-tone difference matrix (NGTDM) and grey level dependence matrix (GLDM).""","PASS - Separate discrimination metrics (including AUC, accuracy, and F1-score) are reported for both the traditional radiomics-only arm and the deep learning-only (DLR/DTL) arm on the same internal test cohort of 104 vertebrae. Under section ""Results"" (Page 1): ""While the AUCs of the conventional radiomics model in the training cohort and test cohort were 0.973 (95% CI, 0.955-0.990) and 0.854 (95% CI, 0.773-0.934), respectively. The AUCs of the features fusion model in the training cohort and test cohort were 0.997 (95% CI, 0.994-0.999) and 0.915 (95% CI, 0.855-0.974), respectively.""  These separate results are also tabulated in Table 2 (Page 8), showing a test accuracy of 84.6% and F1-score of 0.802 for the radiomics-only arm, compared to a test accuracy of 81.7% and F1-score of 0.855 for the DLR (deep learning-only) arm on the same test set.","PASS - Human computed tomography (CT) imaging of vertebral compression fractures, published in English in 2023. Under Title block (Page 1): ""Zhang et al. BMC Musculoskeletal Disorders (2023) 24:165""  and section ""Clinical baseline characteristics and CT image acquisition"" (Page 3): ""All CT images were collected with a 256-slice spiral CT scanner (Philips, Brilliance iCT).""","The paper is included because it evaluated an ImageNet-pretrained ResNet50 model as a low-tier foundation model alongside a PyRadiomics-extracted radiomics signature containing multiple second-order texture families, and reported separate predictive performance metrics (AUC, accuracy, and F1-score) for both individual arms on a shared internal test cohort of vertebral compression fracture patients imaged with computed tomography, published in English in 2023."
37,37083973,Deep learning-based overall survival prediction model in patients with rare cancer: a case study for primary central nervous system lymphoma.,2023,"3D ResNet OS prediction compared against ML-based clinical and radiomics models on same PCNSL cohort, but separate radiomics-only AUC and pretrained FM identity/pretraining scale not specified.",https://pubmed.ncbi.nlm.nih.gov/37083973,EXCLUDE,,"FAIL - A 3D ResNet model pretrained only on the BraTS2020 dataset was utilized, which is not a named foundation model and does not meet the pretraining scale of $\ge$100,000 images. Under section ""Model architecture and transfer learning"" (Page 3): ""First, we pre-trained the 3D ResNet on the BraTS2020 dataset for the task OS classification of patients with glioblastoma. In particular, BraTS2020 consists of multi-modal preoperative images of 235 glioblastoma patients...""   ","FAIL - No approved radiomics software package (such as PyRadiomics, LIFEx, CERR, IBEX, MaZda) or texture-feature families (GLCM, GLRLM, GLSZM, NGTDM, NGLDM) are named or specified in the text. Under section ""Experiment description"" (Page 3): ""...we used ML models-logistic regression (LR) and support vector machine (SVM) on clinical data and radiomics data, respectively, to predict the OS of patients with PCNSL.""  The text lacks any description of the tool or the specific texture feature matrix families utilized.","PASS - Separate discrimination metrics (including AUC, accuracy, and F1-score) are reported for both the deep transfer learning (DL-only) arm and the radiomics-only arm on the same internal validation cohorts using stratified cross-validation. Under section ""Quantitative analysis"" (Page 4): ""...we obtained largest mean values from T1Gd under TL in terms of all metrics- AUC=0.81(0.03), accuracy=0.87(0.07), precision=0.88(0.07), recall=0.88(0.07) and F1-score=0.87(0.07).""  In Table 1 (Page 5), separate metrics on the validation cohort are provided for the radiomics-only arm (SVM:T1Gdr): ""AUC (std) = 0.56 (0.12)"", ""Accuracy (std) = 0.57 (0.11)"", and ""F1-score (std) = 0.64 (0.11)"".","PASS - Human brain Magnetic Resonance Imaging (MRI) of primary central nervous system lymphoma (PCNSL), published in English in 2023. Under Title block (Page 1): ""International Journal of Computer Assisted Radiology and Surgery (2023) 18:1849-1856""  and section ""Dataset and image preprocessing"" (Page 2-3): ""Multi-center brain MRI modalities... of 56 patients with PCNSL between January 2010 and November 2019 were retrospectively collected...""",he paper must be excluded because its deep learning arm did not use a named pretrained foundation model (pretraining a 3D ResNet instead on a small 235-patient segmentation dataset) and its comparative radiomics arm failed to specify the extraction software package or standard texture-feature families used.
38,37129296,Novel radiomic features versus deep learning: differentiating brain metastases from pathological lung cancer types in small datasets.,2023,"Clear head-to-head comparison of novel handcrafted radiomics (LoG, wavelet) vs EfficientNet/ResNet transfer learning (ImageNet, low-tier FM) on same brain metastases MRI dataset with separate sensitivity/specificity/accuracy.",https://pubmed.ncbi.nlm.nih.gov/37129296,EXCLUDE,,"PASS - ResNet-50 and EfficientNet-b0 pre-trained on ImageNet (low-tier foundation models). Under section ""Network architectures"" (Page 4): ""Due to the small size of the input, the networks were trained by applying transfer learning, using Efficient-Net-b0 and ResNet-50 pre-trained weights.""  Under section ""Abstract"" (Page 1): ""Additionally, EfficientNet and ResNet with transfer learning were used as classifiers to compare the results of the proposed algorithm.""  (These standard CNN architectures are pre-trained on the ImageNet dataset of over 14 million images, satisfying the requirements for low-tier foundation models).","FAIL - No approved radiomics software package (such as PyRadiomics, LIFEx, CERR, IBEX, MaZda, or MIRP) was utilized, despite the extraction of multiple texture-feature families (GLCM, GLRLM, GLSZM, NGTDM, GLDM). Under section ""Feature extraction"" (Page 2): ""Feature extraction was performed using Matlab 2021a. The.m files were publicly available at https://github.com/DrGokalpTulum/Radiomics.""  Table 1 (Page 3) lists the extracted texture features: ""GLCM FEATURES"", ""GLSZM FEATURES"", ""GLRLM FEATURES"", ""NGTDM FEATURES"", and ""GLDM FEATURES"".","PASS - Separate discrimination metrics (AUC, accuracy, sensitivity, specificity, and F1-score) are reported for both the deep learning-only arms (ResNet-50 and EfficientNet-b0) and the radiomics-only arms (SVM and MLP) on the same internal validation cohort of 222 brain metastases segments. Under section ""Classification"" (Page 4): ""The sensitivity values of SVM and MLP were 94.44 and 87.67%, respectively. Also, the specificity values of SVM and MLP were 95.33 and 92.62%, respectively... The sensitivity values of ResNet-50 and EfficientNet-b0 were 94.29 and 92.86%, respectively. Also, the specificity value of ResNet-50 and EfficientNet-b0 was 94.08 and 93.42%, respectively.""  These separate results are also tabulated in Table 3 (Page 6), showing a radiomics (SVM) AUC of 99.6% and accuracy of 95.05%, compared to a deep learning (ResNet-50) AUC of 97.4% and accuracy of 94.14%.","PASS - Human brain metastases imaged with contrast-enhanced Magnetic Resonance Imaging (MRI), published in English in 2023. Under Title block (Page 1): ""Br J Radiol (2023) 10.1259/bjr.20220841""  and section ""MRI acquisition parameters"" (Page 2): ""The MRI protocol included $T_2$ weighted and FLAIR axial images, three-dimensional (3D) spoiled gradient recalled $T_1$ weighted with gadolinium. SPGR parameters were $TE/TR=11/4.2$ ms, flip angle $=20$, and contrast-enhanced 3D $T_1$ weighted images were acquired...""  ","The paper must be excluded because the radiomics arm did not employ any approved software extraction package (such as PyRadiomics or LIFEx), utilizing instead a custom, in-house Matlab script for feature extraction."
39,37148352,Development and validation of a deep learning radiomics nomogram for preoperatively differentiating thymic epithelial tumor histologic subtypes.,2023,Transformer-based CNN deep features compared against radiomics signature and clinical model on same TET cohort; pretraining scale and foundation model identity unspecified.,https://pubmed.ncbi.nlm.nih.gov/37148352,EXCLUDE,,"FAIL - Custom transformer-based convolutional neural network. Evidence (Section: ""Abstract""): ""We extracted deep learning features from all lesions using a transformer-based convolutional neural network...""  and (Section: ""DL feature extraction""): ""A DL model based on transformers was used to extract the robustness features related to the target task.... The model was mainly composed of multiple convolution and transformer layers."". The model was trained entirely from scratch on the local dataset with no pretraining, transfer learning, or foundation model weights mentioned in the text.","FAIL - No standard radiomics package or specific texture-feature families are named in the attached PDF. Evidence (Section: ""Model assessment and comparison - 1. DLS compared with radiomics signature (RS)""): ""DLS was compared with RS that based on predefined radiomics features including texture features, shape features, and grayscale features. To ensure fairness, RS was constructed in the same way as DLS. Supplementary A4 and Fig. S3 and S4 detail the RS construction process.""  and (Section: ""Discussion""): ""In this study, we selected three radiomics features to develop a RS for risk status evaluation in patients with TETs."". First-order intensity statistics or unspecified features are insufficient.","PASS - Separate discrimination metrics (AUC) are reported for both individual arms on the same internal validation cohort of n = 50 patients (DLS AUC = 0.825 vs. RS AUC = 0.650). Evidence (Section: ""Model assessment and comparison - 1. DLS compared with RS""):","PASS - Human contrast-enhanced computed tomography (CECT); published online in 2023. Evidence (Section: ""Abstract""): ""Objectives Using contrast-enhanced computed tomography (CECT) and deep learning technology to develop a deep learning radiomics nomogram (DLRN)..."" , (Section: ""Thoracic CECT scan protocol and CT finding evaluation""): ""Consecutive transverse CT images in the venous phase were used for feature extraction and analysis..."" , and (Header): ""Published online: 6 May 2023"".","The study must be excluded because the custom deep learning model was trained entirely from scratch without pretraining or transfer learning (failing Criterion 1), and the attached PDF fails to identify the radiomics software package and specific texture-feature families utilized (failing Criterion 2)."
40,37444526,Novel Multiparametric Magnetic Resonance Imaging-Based Deep Learning and Clinical Parameter Integration for the Prediction of Long-Term Biochemical Recurrence-Free Survival in Prostate Cancer after Radical Prostatectomy.,2023,"Reports separate clinical, radiomics, DL (EfficientNet-B0, ImageNet transfer, low-tier FM), CRM-Multi, and CDLM-Deep feature Cox model hazard ratios on same PCa post-RP BCR cohort.",https://pubmed.ncbi.nlm.nih.gov/37444526,INCLUDE,,"PASS (with flagging) - EfficientNet-B0 (ImageNet-pretrained CNN, qualifying as a low-tier foundation model). Quoted evidence (Section ""2.5. DL Procedures and Construction of the Related Risk Models""): ""Hence, we used an EfficientNet-B0 network pretrained from the vast ImageNet natural image database as a backbone network to handle the raw mpMRI input and partially mitigate the sample size issue of DL.""","PASS - PyRadiomics (version 3.0.1) extracting GLCM (gray-level co-occurrence matrix) and GLSZM (gray-level size zone matrix) texture-feature families. Quoted evidence (Section ""2.4. Tumor ROI Delineation, Radiomics Feature Extraction, Selection, and Risk Model Generation""): ""We extracted radiomics features from the ROIs drawn on the T2WI, ADC, and DCE sequences of each patient using the open-source software, Python package ""Pyradiomics"" (version 3.0.1) .""  and ""Seventy-two radiomics features were extracted and divided into three categories:... (3) 40 textural features, including 24 gray-level co-occurrence matrix and 16 gray-level size zone matrix features (Figure 1).""","PASS - Separate C-index, iAUC, and hazard ratio (HR) metrics are reported for both the DL-only arm (DLM-Deep Feature) and the radiomics-only arm (RM-Multi) on the same 5-fold cross-validation test cohort. Quoted evidence (Section ""3. Results""):","PASS - Human multiparametric MRI (mpMRI); English language; published in 2023. Quoted evidence (Section ""Abstract""): ""Our study aimed to evaluate a combined clinical-deep learning (DL) model using multiparametric magnetic resonance imaging (mpMRI) for predicting long-term post-RP BCR-free survival in PCa. A total of 437 patients with PCa who underwent mpMRI followed by RP between 2008 and 2009 were enrolled...""  and (Header): ""Published: 29 June 2023"".","The study is eligible for inclusion because it utilizes an ImageNet-pretrained EfficientNet-B0 backbone (low-tier foundation model), extracts GLCM and GLSZM texture features using PyRadiomics, reports separate test-set performance metrics for the isolated deep learning and radiomics arms, and evaluates human prostate cancer using 2023 English-language mpMRI data."
41,37448515,Multi-view radiomics and deep learning modeling for prostate cancer detection based on multi-parametric MRI.,2023,"Swin Transformer (potentially qualifying FM via natural-image transfer learning) with multi-view radiomics (LoG, wavelet); separate radiomics and DL models built and compared on same cohort.",https://pubmed.ncbi.nlm.nih.gov/37448515,EXCLUDE,,"PASS (with flagging) - Swin Transformer (ImageNet-pretrained, Vision Transformer backbone). Evidence (Section ""Method - Deep learning model construction""): ""In this study, a DL network architecture called Swin Transformer (24, 25) was designed to construct a DL model for the prediction of PCa.""  and ""The transfer learning technique (26) was used in the development of the DL model. The pre-training model was trained based on many natural images in the public dataset of ImageNet. Then the final model was fine-tuned using our prostate MRI images."". The model is pretrained on ImageNet (natural images, exceeding the 100,000-image threshold), satisfying the pretraining requirements.","FAIL - PyRadiomics software package is used, but specific texture-feature families are missing from the main text of the PDF. Evidence (Section ""Method - Image acquisition and processing""): ""The Pyradiomics package (https://pyradiomics.readthedocs.io/en/latest/) was used to calculate the radiomic features of the VOIs and resulted in 1,561 radiomic features (details in Supplementary Methods) for the prostate of each patient."". Although PyRadiomics is named, the main body of the paper fails to explicitly name any of the required texture-feature families (GLCM, GLRLM, GLSZM, NGTDM, or NGLDM). It refers only to general texture features: (Section ""Model assessment and comparison - 1. DLS compared with radiomics signature (RS)""): ""DLS was compared with RS that based on predefined radiomics features including texture features, shape features, and grayscale features."". Unspecified general ""texture features"" are insufficient.","PASS - Separate discrimination metrics (AUC) are reported for both the individual radiomics-only (RS) arm and deep learning-only (DL) arm on the same internal test cohort of 72 patients. For the ADC map, the DL-only arm achieved a test AUC of 0.946 compared to 0.935 for the RS-only arm; for T2WI, the DL-only arm achieved a test AUC of 0.751 compared to 0.764 for the RS-only arm. Evidence (Section ""Results - Model validation and comparison""):","PASS - Human multiparametric prostate MRI (mpMRI: T2WI and ADC maps); published in 2023. Evidence (Title): ""Multi-view radiomics and deep learning modeling for prostate cancer detection based on multi-parametric MRI"" , (Section ""Method - Patients""): ""These enrolled patients underwent multi-parameter MRI image acquisition before the prostate pathology examination and were pathology-proven to have PCa or BPH."" , and (Header): ""PUBLISHED 28 June 2023"".","The study must be excluded from the systematic review because, although it utilizes PyRadiomics and reports separate modeling performance on the same test cohort, the main text of the paper fails to explicitly identify any of the required texture-feature families (such as GLCM, GLRLM, GLSZM, NGTDM, or NGLDM) extracted by the radiomics pipeline."
42,37460894,"MRI radiomics for brain metastasis sub-pathology classification from non-small cell lung cancer: a machine learning, multicenter study.",2023,"Radiomics model (Xgboost, AUC 0.85/0.80) compared with 3D CNN trained via transfer learning on same NSCLC brain metastases cohort, but 3D CNN arm AUC and foundation model identity not clearly reported.",https://pubmed.ncbi.nlm.nih.gov/37460894,EXCLUDE,,"FAIL - 3D Res-Net-34 pretrained on Tencent MedicalNet.
Evidence (Section ""Methods - Deep learning without radiomics""): ""The 3D Res-Net-34 end-to-end model was built using the PyTorch framework and transfer learning.... A transfer learning approach was applied using the pretrained Res-Net CNN that was trained on the medical images by Tencent","PASS - PyRadiomics (Version 3.0.1) extracting GLCM, GLRLM, GLSZM, GLDM, and NGTDM texture families.
Evidence (Section ""Methods - Model building and validation - Machine learning with radiomics""): ""Each unique tumor segmentation was calculated using PyRadiomics (Version 3.0.1) in python 3.6 .""  and (Section ""Methods - Table 2 / Table 2 (continued)""): Lists feature classes including ""GLSZM"", ""GLRLM"", ""GLDM"", ""GLCM"", and ""NGTDM"" with accompanying descriptions.","PASS - Separate discrimination metrics (accuracy and AUC) are reported for both individual arms on the same internal test cohort of 35 patients (48 lesions).
Evidence (Section ""Results - ML Classifiers in the training and validation cohort""): ""Figure 4 A. shows the AUROC of Xgboost (0.85 in the internal test set; 0.99 in the training set), and accuracy is 81.25%; specificity is 92.30%; sensitivity is 68.18%; recall is 77.42%; F score is 84.21%.""  and ""The accuracy of the 3D-ResNet 34 to identify lung adenocarcinoma or squamous carcinoma is 0.52, which is worse than the ML classifier models."".","PASS - Human contrast-enhanced T1/T2 MRI; written in English; published online in 2023.
Evidence (Section ""Abstract""): ""MRI radiomics for brain metastasis sub-pathology classification from non-small cell lung cancer: a machine learning, multicenter study... The model based on single radiomics features extracted from contrast-enhanced T1 MRI...""  and (Header): ""Received: 23 March 2023 / Accepted: 4 July 2023 / Published online: 17 July 2023"".","The study is excluded because the deep learning model uses a 3D Res-Net-34 backbone pretrained via fully-supervised 3D semantic segmentation on Tencent's MedicalNet, which does not meet the specified self-supervised, contrastive, masked-image-modelling, or vision-language pretraining criteria for foundation models."
43,37832194,Deep learning-based radiomic nomogram to predict risk categorization of thymic epithelial tumors: A multicenter study.,2023,"Builds separate Rad_Sig (handcrafted) and DL_Sig (deep learning) and combined DLR_Sig signatures on same TET cohort, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/37832194,INCLUDE,,"PASS (with flagging) - ResNet-50 (pretrained on the ILSVRC-2012 ImageNet database, qualifying as a low-tier foundation model). Evidence (Section ""2.4. Radiomics features extraction""): ""In this study, Resnet50 served as the CNN framework and was employed for extracting deep learning features. Resnet50 was pretrained on the ILSVRC-2012 dataset (https://www.image-net.org/challenges/LSVRC/2012/).""","PASS - Pyradiomics (extracting GLCM, GLSZM, GLRLM, and GLDM texture families). Evidence (Section ""2.4. Radiomics features extraction""): ""Handcrafted radiomics features were extracted with an in-house feature analysis program implemented in Pyradiomics ((https://github.com/Radiomics/pyradiomics).... From each patient, a total of 1906 handcrafted features were extracted, comprising of 396 first-order features, 14 shape features, and 1496 texture features (including 484 GLCM, 352 GLSZM, 352 GLRLM, and 308 GLDM features).""","PASS - Separate discrimination metrics (AUC, accuracy, sensitivity, specificity, and F1 score) are reported for both the deep learning signature-only arm (DL_Sig) and the radiomics-only signature arm (Rad_Sig) on the same internal derivation cohort (split via five-fold cross-validation) and external test cohort. Evidence (Section ""3.3. Predictive performance of three radiomics signatures and DLRN""): ""In our study, DL Sig outperformed the traditional Rad Sig, achieving an AUC of 0.950 in the derivation cohort and 0.724 in the external test cohort.""  and (Section ""Table 2 Performance of predicting radiomics signatures and DLRN in the derivation cohort and external test cohort.""):","PASS - Human contrast-enhanced computed tomography (CECT); English language; published in 2023. Evidence (Section ""2.1. Study participants""): ""The study retrospectively included patients who had TETs and were surgically resected and pathologically confirmed..."" , (Section ""2.2. Image acquisition and tumor regions of interest segmentation""): ""Chest CT scans were performed before and after intravenous administration of iodinated contrast agent..."" , and (Header): ""European Journal of Radiology 168 (2023) 111136... Available online 5 October 2023"".","The study is eligible for inclusion because it utilizes an ImageNet-pretrained ResNet-50 backbone (satisfying the flagged low-tier foundation model requirement), extracts several texture feature families via Pyradiomics, reports separate performance metrics for both individual modeling arms on the same cohorts, and evaluates human thymic epithelial tumors using contrast-enhanced computed tomography published in 2023."
44,35037985,A deep learning radiomics model may help to improve the prediction performance of preoperative grading in meningioma.,2022,"Reports separate radiomics model (test AUC 0.918), deep learning model (0.718), and combined DLRM (0.935) on same meningioma cohort, but foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/35037985,INCLUDE,,"PASS (with flagging) - ResNeXt-101_32x8d (ImageNet-pretrained convolutional neural network, qualifying as a low-tier foundation model).
Evidence:  

Section ""Feature extraction"": ""To obtain deep learning features, we used the pretrained Resnext101_32x8d without the Softmax layer of PyTorch (version 1.8.1, https://pytorch.org/) as a feature extractor, which could yield 2048 deep learning features after feeding an image.""   

Section ""Discussion"": ""...and used pretrained Resnext101_32x8d as feature extractor, which was one of the state-of-the-art CNN models, achieving an accuracy of 0.854 in the ImageNet dataset .""","PASS - pyradiomics (version 3.0) extracting grey-level co-occurrence matrix (GLCM), gray-level dependence matrix (GLDM), gray-level size zone matrix (GLSZM), gray-level run-length matrix (GLRLM), and neighboring gray-tone difference matrix (NGTDM) texture-feature families.","PASS - Separate discrimination metrics (test AUC) are reported for both the individual radiomics-only (RM) arm and deep learning-only (DLM) arm on the same internal test cohort of 27 patients.  

Test AUC without SMOTE: RM test AUC is 0.888 vs. DLM test AUC is 0.656.  

Test AUC with SMOTE: RM test AUC is 0.918 vs. DLM test AUC is 0.718.
Evidence:","PASS - Human brain MRI (sagittal and axial enhanced T1WI, axial T2WI); published in 2022.
Evidence:  

Section ""Abstract"": ""Methods A total of 132 patients with pathologically confirmed meningiomas were consecutively enrolled (105 in the training cohort and 27 in the test cohort). Radiomics features and deep learning features were extracted from T1 weighted images (TIWI) (both axial and sagittal) and the maximum slice of the axial tumor lesion, respectively.""","The study is eligible for inclusion because it utilizes an ImageNet-pretrained ResNeXt-101_32x8d backbone (satisfying the flagged low-tier foundation model requirement), extracts several texture-feature families via pyradiomics, reports separate performance metrics for both individual modeling arms on the same internal test cohort, and evaluates human brain meningiomas using contrast-enhanced MRI data published in 2022."
45,35129757,A predictive model integrating deep and radiomics features based on gadobenate dimeglumine-enhanced MRI for postoperative early recurrence of hepatocellular carcinoma.,2022,"Reports separate radiomics (AUC 0.740/0.780), deep learning (0.887/0.813), and combined (0.911/0.840) arms on same HCC MRI cohort, but pretrained foundation model identity not specified.",https://pubmed.ncbi.nlm.nih.gov/35129757,EXCLUDE,,"FAIL - Custom multi-branch Deep Convolutional Neural Network (DCNN). Evidence (Section ""DCNN construction and deep feature extraction""): ""We trained a multi-branch DCNN for this classification task and extracted deep features from this model... The VOIs of each phase go through an independent branch consisting of five convolutional neural network (CNN) layers..."" [1]. The custom model was trained entirely from scratch on the local multi-phasic MRI dataset with no pretraining, transfer learning, or foundation model weights mentioned in the paper [1].","PASS - PyRadiomics (version 1.3.0). Evidence (Section ""Radiomics feature extraction""): ""A total of 864 radiomics features were extracted based on PyRadiomics (version 1.3.0; Computational Imaging and Bioinformatics Lab, Harvard Medical School)..."" [1] and (Section ""Feature extraction and selection for model construction""): ""The extracted radiomics features consisted of seven feature groups: first-order statistical features (n=19), shape-based features (n=14), grey level co-occurrence matrix features (n=24), grey level run length matrix features (n=16), grey level size-zone matrix features (n=16), neighbouring grey tone difference matrix features (n=5) and gray level dependence matrix features (n=14)."" [1].","PASS - Separate validation set metrics (DL AUC = 0.813 vs. Radiomics AUC = 0.780). Evidence (Section ""Abstract""): ""In the training and validation cohorts, the combined model demonstrated better performance... than the radiomics model (AUC of 0.740 and 0.780) and the DL model (AUC of 0.887 and 0.813)."" [1] and (Section ""Performance and comparisons of three predictive models""): ""In the validation cohort... The DL model and radiomics model achieved lower AUCs of 0.813 (95% CI 0.762-0.867) and 0.780 (95% CI 0.739-0.831), respectively."" [1].","PASS - Human gadobenate dimeglumine-enhanced MRI; English language; published online in 2022 [1]. Evidence (Title): ""A predictive model integrating deep and radiomics features based on gadobenate dimeglumine-enhanced MRI for postoperative early recurrence of hepatocellular carcinoma"" [1] and (Header): ""Published online: 7 February 2022"" [1].","The study must be excluded from the systematic review because the deep learning model uses a custom DCNN architecture trained entirely from scratch on a local multi-phasic MRI dataset, failing the named, pretrained foundation model requirement specified in Criterion 1 [1]."
46,35571081,PET/CT Based EGFR Mutation Status Classification of NSCLC Using Deep Learning Features and Radiomics Features.,2022,"Explicit head-to-head radiomics model (RM, AUC 0.82/0.68) vs deep learning model (DLM, 0.90/0.79) vs hybrid (HM) on same NSCLC PET/CT cohort using PyRadiomics + 3D CNN; pretrained foundation model scale not specified.",https://pubmed.ncbi.nlm.nih.gov/35571081,EXCLUDE,,"FAIL - Custom two-channel 3D convolutional neural network (3D CNN) [1].

Quoted Evidence (Section ""Deep Learning Feature Extraction""): ""According to the characteristics of our data, a two-channel 3D convolutional neural network (3D CNN) was designed to extract deep learning features."" [1] and ""To reduce the possible impact of a few areas outside the tumor contained in the cuboid bounding box on the model, the cuboid bounding box was divided into multiple small cuboid bounding boxes of 64x64x64 All small cuboid bounding boxes containing more than 90% of the tumor volume were input into 3D CNN to extract the deep learning features of each patient."" [1]. The custom model was constructed and trained entirely from scratch on the local dataset of 194 patients with no pretraining, transfer learning, or foundation model weights mentioned in the paper [1].","PASS - Pyradiomics (version 3.0) extracting GLCM, GLRLM, GLSZM, and NGTDM texture-feature families [1].Quoted Evidence (Section ""Radiomics Feature Extraction""): ""Radiomics features for both CT images and PET images based on the 3D ROIs were extracted by using Pyradiomics (http:// www.radiomics.io/pyradiomics.html) 3.0 version."" [1] and ""The texture features include five classes: 1) gray- level co-occurrence matrix; 2) gray-level difference matrix; 3) gray-level run-length matrix; 4) gray-level size-zone matrix; 5) neighborhood gray-tone difference matrix."" [1].", PASS - Separate validation set metrics (DLM validation AUC = 0.79 vs. RM validation AUC = 0.68; DLM validation accuracy = 0.72 vs. RM validation accuracy = 0.74) are reported for both individual arms on the same internal validation cohort of 57 patients [1].," PASS - Human 18F-FDG PET/CT imaging; written in English; published online in 2022 [1].Quoted Evidence (Section ""Abstract""): ""PET/CT images of 194 NSCLC patients from Xijing Hospital were collected and divided into a training set and a validation set according to the ratio of 7:3."" [1] and (Section ""18F-FDG PET/CT Acquisition and ROI Segmentation""): ""All patients received 18F-FDG PET/CT scans (Biograph 40, Siemens, Germany) by following standard clinical protocols."" [1] and (Header): ""published: 27 April 2022"" [1].","The study must be excluded from the systematic review because the deep learning model uses a custom 3D CNN architecture trained entirely from scratch on a small local cohort, failing the named, pretrained foundation model requirement specified in Criterion 1 [1]."
